SENTENCE_ID,SENTENCE,NUMBER_WORDS_SENTENCE
3-258,"However,  my  confidence  in  him,  which  at  one  time  had  rather  waned,  was  fully  restored  since  his  belief  in  Alfred  Inglethorp's  innocence  had  been  so  triumphantly  vindicated. ",27
3-259,"The  funeral  of  Mr.s.  Inglethorp  took  place  the  following  day,  and  on  Monday,  as  I  came  down  to  a  late  breakfast,  John  drew  me  aside,  and  informed  me  that  Mr.  Inglethorp  was  leaving  that  morning,  to  take  up  his  quarters  at  the  Stylites  Arms  until  he  should  have  completed  his  plans. ",51
3-260,"And  really  it's  a  great  relief  to  think  he's  going,  Hastings,  continued  my  honest  friend. ",15
3-261,"It  was  bad  enough  before,  when  we  thought  he'd  done  it,  but  I'm  hanged  if  it  isn't  worse  now,  when  we  all  feel  guilty  for  having  been  so  down  on  the  fellow. ",32
3-262,"The  fact  is,  we've  treated  him  abominably. ",7
3-263,"Of  course,  things  did  look  black  against  him. ",8
3-264,I  don't  see  how  anyone  could  blame  us  for  jumping  to  the  conclusions  we  did. ,15
3-265,"Still,  there  it  is,  we  were  in  the  wrong,  and  now  there's  a  beastly  feeling  that  one  ought  to  make  amends;  which  is  difficult,  when  one  doesn't  like  the  fellow  a  bit  better  than  one  did  before. ",37
3-266,The  whole  thing's  damned  awkward! ,5
3-267,And  I'm  thankful  he's  had  the  tact  to  take  himself  off. ,11
3-268,It's  a  good  thing  Styles  wasn't  the  mater's  to  leave  to  him. ,12
3-269,Couldn't  bear  to  think  of  the  fellow  lording  it  here. ,10
3-270,He's  welcome  to  her  money. ,5
3-271,You'll  be  able  to  keep  up  the  place  all  right?  I  asked. ,12
3-272,"Oh,  yes. ",2
3-273,"There  are  the  death  duties,  of  course,  but  half  my  father's  money  goes  with  the  place,  and  Lawrence  will  stay  with  us  for  the  present,  so  there  is  his  share  as  well. ",32
3-274,"We  shall  be  pinched  at  first,  of  course,  because,  as  I  once  told  you,  I  am  in  a  bit  of  a  hole  financially  myself. ",24
3-275,"Still,  the  Johnnies  will  wait  now. ",6
3-276,"In  the  general  relief  at  Inglethorp's  approaching  departure,  we  had  the  most  genial  breakfast  we  had  experienced  since  the  tragedy. ",20
3-277,"Cynthia,  whose  young  spirits  were  naturally  buoyant,  was  looking  quite  her  pretty  self  again,  and  we  all,  with  the  exception  of  Lawrence,  who  seemed  unalterably  gloomy  and  nervous,  were  quietly  cheerful,  at  the  opening  of  a  new  and  hopeful  future. ",40
3-278,"The  papers,  of  course,  had  been  full  of  the  tragedy. ",10
3-279,"Glaring  headlines,  sandwiched  biographies  of  every  member  of  the  household,  subtle  innuendoes,  the  usual  familiar  tag  about  the  police  having  a  clue. ",22
3-280,Nothing  was  spared  us. ,4
3-281,It  was  a  slack  time. ,5
3-282,"The  war  was  momentarily  inactive,  and  the  newspapers  seized  with  avidity  on  this  crime  in  fashionable  life:  The  Mysterious  Affair  at  Styles  was  the  topic  of  the  moment. ",28
3-283,Naturally  it  was  very  annoying  for  the  Cavendishes. ,8
3-284,"The  house  was  constantly  besieged  by  reporters,  who  were  consistently  denied  admission,  but  who  continued  to  haunt  the  village  and  the  grounds,  where  they  lay  in  wait  with  cameras,  for  any  unwary  members  of  the  household. ",36
3-285,We  all  lived  in  a  blast  of  publicity. ,8
3-286,"The  Scotland  Yard  men  came  and  went,  examining,  questioning,  lynx-eyed  and  reserved  of  tongue. ",14
3-287,"Towards  what  end  they  were  working,  we  did  not  know. ",10
3-288,"Had  they  any  clue,  or  would  the  whole  thing  remain  in  the  category  of  undiscovered  crimes? ",16
3-289,"After  breakfast,  Dorcas  came  up  to  me  rather  mysteriously,  and  asked  if  she  might  have  a  few  words  with  me. ",20
3-290,Certainly. ,1
3-291,"What  is  it,  Dorcas? ",4
3-292,"Well,  it's  just  this,  sir. ",5
3-293,You'll  be  seeing  the  Belgian  gentleman  today  perhaps? ,8
3-294,I  nodded. ,2
3-295,"Well,  sir,  you  know  how  he  asked  me  so  particular  if  the  mistress,  or  anyone  else,  had  a  green  dress? ",20
3-296,"Yes,  yes. ",2
3-297,You  have  found  one? ,4
3-298,My  interest  was  aroused. ,4
3-299,"No,  not  that,  sir. ",4
3-300,"But  since  then  I've  remembered  what  the  young  gentlemen,  John  and  Lawrence  were  still  the  'young  gentlemen'  to  Dorcas,  call  the  'dressing-up  box.' ",23
3-301,"It's  up  in  the  front  attic,  sir. ",7
3-302,"A  great  chest,  full  of  old  clothes  and  fancy  dresses,  and  what  not. ",13
3-303,And  it  came  to  me  sudden  like  that  there  might  be  a  green  dress  amongst  them. ,16
3-304,"So,  if  you'd  tell  the  Belgian  gentleman...... ",7
3-305,"I will  tell  him,  Dorcas,  I  promised. ",7
3-306,"Thank  you  very  much,  sir. ",5
3-307,"A  very  nice  gentleman  he  is,  sir. ",7
3-308,"And  quite  a  different  class  from  them  two  detectives  from  London,  what  goes  prying  about,  and  asking  questions. ",18
3-309,"I  don't  hold  with  foreigners  as  a  rule,  but  from  what  the  newspapers  say  I  make  out  as  how  these  brave  Belges  isn't  the  ordinary  run  of  foreigners,  and  certainly  he's  a  most  polite  spoken  gentleman. ",36
3-310,Dear  old  Dorcas! ,3
3-311,"As  she  stood  there,  with  her  honest  face  upturned  to  mine,  I  thought  what  a  fine  specimen  she  was  of  the  old-fashioned  servant  that  is  so  fast  dying  out. ",29
3-312,"I  thought  I  might  as  well  go  down  to  the  village  at  once,  and  look  up  Poirot;  but  I  met  him  half-way,  coming  up  to  the  house,  and  at  once  gave  him  Dorcas's  message. ",34
3-313,"Ah,  the  brave  Dorcas! ",4
3-314,"We  will  look  at  the  chest,  although...but  no  matter...we  will  examine  it  all  the  same. ",15
3-315,We  entered  the  house  by  one  of  the  windows. ,9
3-316,"There  was  no  one  in  the  hall,  and  we  went  straight  up  to  the  attic. ",15
3-317,"Sure  enough,  there  was  the  chest,  a  fine  old  piece,  all  studded  with  brass  nails,  and  full  to  overflowing  with  every  imaginable  type  of  garment. ",25
3-318,Poirot  bundled  everything  out  on  the  floor  with  scant  ceremony. ,10
3-319,There  were  one  or  two  green  fabrics  of  varying  shades;  but  Poirot  shook  his  head  over  them  all. ,18
3-320,"He  seemed  somewhat  apathetic  in  the  search,  as  though  he  expected  no  great  results  from  it. ",16
3-321,Suddenly  he  gave  an  exclamation. ,5
3-322,What  is  it? ,3
3-323,Look! ,1
3-324,"The  chest  was  nearly  empty,  and  there,  reposing  right  at  the  bottom,  was  a  magnificent  black  beard. ",17
3-325,Oho!  said  Poirot. ,3
3-326,Oho! ,1
3-327,"He  turned  it  over  in  his  hands,  examining  it  closely. ",10
3-328,"New,  he  remarked. ",3
3-329,"Yes,  quite  new. ",3
3-330,"After  a  moment's  hesitation,  he  replaced  it  in  the  chest,  heaped  all  the  other  things  on  top  of  it  as  before,  and  made  his  way  briskly  downstairs. ",27
3-331,"He  went  straight  to  the  pantry,  where  we  found  Dorcas  busily  polishing  her  silver. ",14
3-332,"Poirot  wished  her  good  morning  with  Gallic  politeness,  and  went  on:  We  have  been  looking  through  that  chest,  Dorcas. ",19
3-333,I  am  much  obliged  to  you  for  mentioning  it. ,9
3-334,"There  is,  indeed,  a  fine  collection  there. ",7
3-335,"Are  they  often  used,  may  I  ask? ",7
3-336,"Well,  sir,  not  very  often  nowadays,  though  from  time  to  time  we  do  have  what  the  young  gentlemen  call  'a  dress-up  night.' ",22
3-337,"And  very  funny  it  is  sometimes,  sir. ",7
3-338,"Mr.  Lawrence,  he's  wonderful. ",4
3-339,Most  comic! ,2
3-340,"I  shall  never  forget  the  night  he  came  down  as  the  Char  of  Persia,  I  think  he  called  it...a  sort  of  Eastern  King  it  was. ",25
3-341,"He  had  the  big  paper  knife  in  his  hand,  and  'Mind,  Dorcas,'  he  says,  'you'll  have  to  be  very  respectful. ",20
3-342,"This  is  my  specially  sharpened  scimitar,  and  it's  off  with  your  head  if  I'm  at  all  displeased  with  you!' ",19
3-343,"Miss  Cynthia,  she  was  what  they  call  an  Apache,  or  some  such  name...a  Frenchified  sort  of  cut-throat,  I  take  it  to  be. ",22
3-344,A  real  sight  she  looked. ,5
3-345,You'd  never  have  believed  a  pretty  young  lady  like  that  could  have  made  herself  into  such  a  ruffian. ,18
3-346,Nobody  would  have  known  her. ,5
3-347,"These  evenings  must  have  been  great  fun,  said  Poirot  genially. ",10
3-348,"I  suppose  Mr.  Lawrence  wore  that  fine  black  beard  in  the  chest  upstairs,  when  he  was  Shah  of  Persia? ",19
3-349,"He  did  have  a  beard,  sir,  replied  Dorcas,  smiling. ",9
3-350,"And  well  I  know  it,  for  he  borrowed  two  skeins  of  my  black  wool  to  make  it  with! ",18
3-351,And  I'm  sure  it  looked  wonderfully  natural  at  a  distance. ,10
3-352,I  didn't  know  as  there  was  a  beard  up  there  at  all. ,12
3-353,"It  must  have  been  got  quite  lately,  I  think. ",9
3-354,"There  was  a  red  wig,  I  know,  but  nothing  else  in  the  way  of  hair. ",15
3-355,Burnt  corks  they  use  mostly...though  'tis  messy  getting  it  off  again. ,11
3-356,"Miss  Cynthia  was  a  nigger  once,  and,  oh,  the  trouble  she  had. ",12
3-357,"So  Dorcas  knows  nothing  about  that  black  beard,  said  Poirot  thoughtfully,  as  we  walked  out  into  the  hall  again. ",19
3-358,Do  you  think  it  is  the  one? ,7
3-359,I  whispered  eagerly. ,3
3-360,Poirot  nodded. ,2
3-361,I  do. ,2
3-362,You  notice  it  had  been  trimmed? ,6
3-363,No. ,1
3-364,Yes. ,1
3-365,"It  was  cut  exactly  the  shape  of  Mr.  Inglethorp's,  and  I  found  one  or  two  snipped  hairs. ",17
3-366,"Hastings,  this  affair  is  very  deep. ",6
3-367,"Who  put  it  in  the  chest,  I  wonder? ",8
3-368,"Some  one  with  a  good  deal  of  intelligence,  remarked  Poirot  dryly. ",11
3-369,You  realize  that  he  chose  the  one  place  in  the  house  to  hide  it  where  its  presence  would  not  be  remarked? ,21
3-370,"Yes,  he  is  intelligent. ",4
3-371,But  we  must  be  more  intelligent. ,6
3-372,We  must  be  so  intelligent  that  he  does  not  suspect  us  of  being  intelligent  at  all. ,16
3-373,I  acquiesced. ,2
3-374,"There,  mon  ami,  you  will  be  of  great  assistance  to  me. ",11
3-375,I  was  pleased  with  the  compliment. ,6
3-376,There  had  been  times  when  I  hardly  thought  that  Poirot  appreciated  me  at  my  true  worth. ,16
3-377,"Yes,  he  continued,  staring  at  me  thoughtfully,  you  will  be  invaluable. ",11
3-378,"This  was  naturally  gratifying,  but  Poirot's  next  words  were  not  so  welcome. ",12
3-379,"I  must  have  an  ally  in  the  house,  he  observed  reflectively. ",11
3-380,"You  have  me,  I  protested. ",5
3-381,"True,  but  you  are  not  sufficient. ",6
3-382,"I  was  hurt,  and  showed  it. ",6
3-383,Poirot  hurried  to  explain  himself. ,5
3-384,You  do  not  quite  take  my  meaning. ,7
3-385,You  are  known  to  be  working  with  me. ,8
3-386,I  want  somebody  who  is  not  associated  with  us  in  any  way. ,12
3-387,"Oh,  I  see. ",3
3-388,How  about  John? ,3
3-389,"No,  I  think  not. ",4
3-390,"The  dear  fellow  isn't  perhaps  very  bright,  I  said  thoughtfully. ",10
3-391,"Here  comes  Miss  Howard,  said  Poirot  suddenly. ",7
3-392,She  is  the  very  person. ,5
3-393,"But  I  am  in  her  black  books,  since  I  cleared  Mr.  Inglethorp. ",12
3-394,"Still,  we  can  but  try. ",5
3-395,"With  a  nod  that  was  barely  civil,  Miss  Howard  assented  to  Poirot's  request  for  a  few  minutes'  conversation. ",18
3-396,"We  went  into  the  little  morning-room,  and  Poirot  closed  the  door. ",11
3-397,"Well,  Monsieur  Poirot,  said  Miss  Howard  impatiently,  what  is  it? ",10
3-398,Out  with  it. ,3
3-399,I'm  busy. ,2
3-400,"Do  you  remember,  mademoiselle,  that  I  once  asked  you  to  help  me? ",12
3-401,"Yes,  I  do. ",3
3-402,The  lady  nodded. ,3
3-403,And  I  told  you  I'd  help  you  with  pleasure...to  hang  Alfred  Inglethorp. ,12
3-404,Ah! ,1
3-405,Poirot  studied  her  seriously. ,4
3-406,"Miss  Howard,  I  will  ask  you  one  question. ",8
3-407,I  beg  of  you  to  reply  to  it  truthfully. ,9
3-408,"Never  tell  lies,  replied  Miss  Howard. ",6
3-409,It  is  this. ,3
3-410,Do  you  still  believe  that  Mr.s.  Inglethorp  was  poisoned  by  her  husband? ,12
3-411,What  do  you  mean?  she  asked  sharply. ,7
3-412,You  needn't  think  your  pretty  explanations  influence  me  in  the  slightest. ,11
3-413,I'll  admit  that  it  wasn't  he  who  bought  strychnine  at  the  chemist's  shop. ,13
3-414,What  of  that? ,3
3-415,"I  dare  say  he  soaked  fly  paper,  as  I  told  you  at  the  beginning. ",14
3-416,"That  is  arsenic...not  strychnine,  said  Poirot  mildly. ",7
3-417,What  does  that  matter? ,4
3-418,Arsenic  would  put  poor  Emily  out  of  the  way  just  as  well  as  strychnine. ,14
3-419,"If  I'm  convinced  he  did  it,  it  doesn't  matter  a  jot  to  me  how  he  did  it. ",17
3-420,Exactly. ,1
3-421,"If  you  are  convinced  he  did  it,  said  Poirot  quietly. ",10
3-422,I  will  put  my  question  in  another  form. ,8
3-423,Did  you  ever  in  your  heart  of  hearts  believe  that  Mr.s.  Inglethorp  was  poisoned  by  her  husband? ,17
3-424,Good  heavens!  cried  Miss  Howard. ,5
3-425,Haven't  I  always  told  you  the  man  is  a  villain? ,10
3-426,Haven't  I  always  told  you  he  would  murder  her  in  her  bed? ,12
3-427,Haven't  I  always  hated  him  like  poison? ,7
3-428,"Exactly,  said  Poirot. ",3
3-429,That  bears  out  my  little  idea  entirely. ,7
3-430,What  little  idea? ,3
3-431,"Miss  Howard,  do  you  remember  a  conversation  that  took  place  on  the  day  of  my  friend's  arrival  here? ",18
3-432,"He  repeated  it  to  me,  and  there  is  a  sentence  of  yours  that  has  impressed  me  very  much. ",18
3-433,"Do  you  remember  affirming  that  if  a  crime  had  been  committed,  and  anyone  you  loved  had  been  murdered,  you  felt  certain  that  you  would  know  by  instinct  who  the  criminal  was,  even  if  you  were  quite  unable  to  prove  it? ",40
3-434,"Yes,  I  remember  saying  that. ",5
3-435,I  believe  it  too. ,4
3-436,I  suppose  you  think  it  nonsense? ,6
3-437,Not  at  all. ,3
3-438,And  yet  you  will  pay  no  attention  to  my  instinct  against  Alfred  Inglethorp. ,13
3-439,"No,  said  Poirot  curtly. ",3
3-440,Because  your  instinct  is  not  against  Mr.  Inglethorp. ,8
3-441,What? ,1
3-442,No. ,1
3-443,You  wish  to  believe  he  committed  the  crime. ,8
3-444,You  believe  him  capable  of  committing  it. ,7
3-445,But  your  instinct  tells  you  he  did  not  commit  it. ,10
3-446,It  tells  you  more...shall  I  go  on? ,7
3-447,"She  was  staring  at  him,  fascinated,  and  made  a  slight  affirmative  movement  of  the  hand. ",15
3-448,Shall  I  tell  you  why  you  have  been  so  vehement  against  Mr.  Inglethorp? ,13
3-449,It  is  because  you  have  been  trying  to  believe  what  you  wish  to  believe. ,14
3-450,"It  is  because  you  are  trying  to  drown  and  stifle  your  instinct,  which  tells  you  another  name...... ",17
3-451,"No, no,  no!  cried  Miss  Howard  wildly,  flinging  up  her  hands. ",11
3-452,Don't  say  it! ,3
3-453,"Oh,  don't  say  it! ",4
3-454,It  isn't  true! ,3
3-455,It  can't  be  true. ,4
3-456,I  don't  know  what  put  such  a  wild...such  a  dreadful...idea  into  my  head! ,13
3-457,"I  am  right,  am  I  not?  asked  Poirot. ",8
3-458,"Yes,  yes;  you  must  be  a  wizard  to  have  guessed. ",10
3-459,"But  it  can't  be  so...it's  too  monstrous,  too  impossible. ",9
3-460,It  must  be  Alfred  Inglethorp. ,5
3-461,Poirot  shook  his  head  gravely. ,5
3-462,"Don't  ask  me  about  it,  continued  Miss  Howard,  because  I  shan't  tell  you. ",13
3-463,"I  won't  admit  it,  even  to  myself. ",7
3-464,I  must  be  mad  to  think  of  such  a  thing. ,10
3-465,"Poirot  nodded,  as  if  satisfied. ",5
3-466,I  will  ask  you  nothing. ,5
3-467,It  is  enough  for  me  that  it  is  as  I  thought. ,11
3-468,"And  I...I,  too,  have  an  instinct. ",6
3-469,We  are  working  together  towards  a  common  end. ,8
